smiles,bandgap,formulas
c1cc(-c2ccc(-n3c4ccccc4c4c5c6ccccc6n(-c6ccc(-c7cccc(-n8nnc9ccccc98)c7)cc6)c5ccc43)cc2)cc(-n2nnc3ccccc32)c1,3.2366,C54H34N8
Cc1cc(C)cc(C(=O)c2cccc(N(c3ccc(-c4c(C)c(C)cc(C)c4C)cc3)c3c(C)c(C)cc(C)c3C)c2)c1,3.0414,C41H43NO
FC(F)(F)c1cccc(-n2c3ccc(-c4ccnc5c4ccc4cccnc45)cc3c3cc4sc5ccccc5c4cc32)c1,3.4229,C37H20F3N3S
Cc1c(-c2cc(N3c4ccccc4C(C)(C)c4ccccc43)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)ccc(-c2nc3ccccc3o2)c1C,2.8578,C51H43N3O
Cc1c(-c2ccc3oc(-c4ccccc4)cc3c2)cc(-c2nc3ccccc3c3ccccc23)cc1-c1ccc2oc(-c3ccccc3)cc2c1,3.7163,C48H31NO2
c1ccc(-n2nnnc2-c2ccc(-c3cc(-c4ccc(-c5nnnn5-c5ccccc5)cc4)cc(-c4cncc5ccccc45)c3)cc2)cc1,3.8973,C41H27N9
c1ccc(-c2cncc(-c3cc(-c4cccc(-n5c6ccc(N7c8ccccc8Oc8ccccc87)cc6c6cc(N7c8ccccc8Oc8ccccc87)ccc65)c4)cc(-c4cncc(-c5ccccc5)n4)c3)n2)cc1,2.4191,C68H43N7O2
Cc1cc(-c2cc(-c3cnc4ccccc4n3)cc(-c3cnc4ccccc4n3)c2)cc(C)c1-n1cccn1,3.4769,C33H24N6
Cc1c(C)c(-c2c(C)c(C)c(-c3cncc4ccccc34)c(C)c2C)c(C)c(C)c1-c1cncc(-c2c(C)c(C)c(-c3c(C)c(C)c(-c4cncc5ccccc45)c(C)c3C)c(C)c2C)c1,4.0848,C63H63N3
N#Cc1ccc(-c2ccc(-c3cnc4cc(-c5ccc6c(c5)Oc5cc(-c7ccc8nc(-c9ccc(-c%10ccc(C#N)c(C#N)c%10)cc9)cnc8c7)ccc5O6)ccc4n3)cc2)cc1C#N,2.6697,C56H28N8O2
Cc1cc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)ccc1-c1cc(F)c(F)c(F)c1,3.1766,C49H34F3N3
CSc1ccc2c(c1)c1cc(-c3c(C)cc(C)cc3C)ccc1n2Oc1ncnc(-c2cc(C)cc(C)c2)n1,3.1138,C33H30N4OS
c1ccc(N(c2ccccc2)c2ccc(-c3ccnc4c3c(-n3nnc5ccccc53)cc3cccnc34)cc2)cc1,2.7406,C36H24N6
CN(C)c1ccc(C(=CN=C(c2ccc(N(C)C)cc2)c2ccc(C(F)(F)F)cc2)c2ccc(N(C)C)cc2)cc1,2.3584,C34H35F3N4
Cc1cc(C)cc(-c2c3ccccc3c(-n3cc(-c4ccccc4)c4ccccc43)c3ccccc23)c1,2.6706,C36H27N
FC(F)(F)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(F)(F)F)c(C(F)(F)F)c5)cc4)cc(-n4c5ccccc5c5cc(-c6ccc(N7c8ccccc8Oc8ccccc87)cc6)ccc54)c3)cc2)cc1C(F)(F)F,2.3784,C64H36F12N2O
c1cc2c(ccn2-c2cc(-c3ncno3)cc(-c3ncno3)c2)cn1,3.0369,C17H10N6O2
Cc1c(-c2ccc(-c3nsc(-c4ccccc4)n3)cc2)cc(-n2c3ccncc3c3cnccc32)cc1-c1ccc(-c2nsc(-c3ccccc3)n2)cc1,3.7252,C45H29N7S2
Cc1cc(C)c(C)c(-c2ccc3c(c2)c2cc(-c4c(C)c(C)cc(C)c4C)ccc2n3-c2nnc(-n3c4ccc(-c5c(C)c(C)cc(C)c5C)cc4c4cc(-c5c(C)c(C)cc(C)c5C)ccc43)o2)c1C,3.851,C66H64N4O
c1ccc(-c2ccc(-n3c4ccccc4c4cc(-c5ccc6nc(-c7ccccc7)sc6c5)ncc43)cc2)cc1,3.377,C36H23N3S
Cc1cc(C)c(-n2cnc3ccccc32)c(C)c1-c1cnc2cnncc2c1,3.2302,C23H19N5
Cc1cc(-c2ccc3c(c2)c2cc(-c4ccc(-c5cccc(-c6ccnc7sc8ccccc8c67)c5)c(C)c4)ccc2n3-c2ccccc2)ccc1-c1cccc(-c2ccnc3sc4ccccc4c23)c1,3.6201,C66H43N3S2
N#Cc1cc(C#N)c(-c2ccc(-c3cccc(-c4ccc5c(c4)Oc4cc(-c6cccc(-c7ccc(-c8c(C#N)cc(C#N)cc8C#N)cc7)c6)ccc4O5)c3)cc2)c(C#N)c1,2.5252,C54H26N6O2
Cc1cc(-c2cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)ccc1-c1cc2c3c(c1)CCCN3CCC2,3.0437,C41H29F12N
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc6c7cc(N8c9ccccc9Sc9ccccc98)ccc7n(-c7ccccc7)c6cc54)cc3)n2)cc1,2.5791,C57H36N6S
c1ccc2c(c1)nc(-c1cnc(-c3cc(-c4cnccn4)cc(-c4cnc(-c5nc6ccccc6c6ccccc56)cn4)c3)cn1)c1ccccc12,3.3546,C44H26N8
Cc1cc(-c2cccc(-c3ccc4nccnc4c3)c2)ccc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,2.822,C39H29N3
FC(F)(F)c1cc(C2CCC(c3ccc(-c4ncco4)cc3)CC2)c(C2CCC(c3ccc(-c4ncco4)cc3)CC2)cc1C(F)(F)F,4.516,C38H34F6N2O2
c1ccc(-n2ccc3cnc(-c4cncc5c(-c6ccc(-c7ccnc8sc9ccccc9c78)cc6)ccnc45)cc32)cc1,3.0084,C38H23N5S
CC1(C)c2cc(-c3cccc(-c4cccc(C#N)c4)c3)ccc2N(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c2ccc(-c3cccc(-c4cccc(C#N)c4)c3)cc21,3.2291,C59H40N4
O=C1C=CC(=O)N1c1ccc(C=Cc2ccc3c(c2)Oc2cc(C=Cc4ccc(N5C(=O)C=CC5=O)cc4)ccc2O3)cc1,2.0333,C36H22N2O6
O=c1ccc2cccc(-c3cc(-c4ccc5nc(-c6ccc(-n7nnc8ccccc87)cc6)oc5c4)cc(-c4ccc5nc(-c6ccc(-n7nnc8ccccc87)cc6)oc5c4)c3)c2o1,3.3284,C53H30N8O4
O=c1c2ccccc2n(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)cc3-c3cc(-n4c5ccccc5c(=O)c5ccccc54)cc(-n4c5ccccc5c(=O)c5ccccc54)c3)cc(-n3c4ccccc4c(=O)c4ccccc43)c2)c2ccccc12,3.2172,C94H56N6O4
c1ccc(-c2cc(-c3ccccc3)cc(-c3cc4cc(-c5cnc(-c6ccc7oc(-c8cc(-c9ccccc9)cc(-c9ccccc9)c8)cc7c6)cn5)ccc4o3)c2)cc1,3.4879,C56H36N2O2
c1ccc(-n2ccc3cncc(-c4ccc(-c5ccc(-c6nncc7cccnc67)cc5)cc4)c32)cc1,2.9643,C32H21N5
c1cc(-c2ccnnc2)cc(C2CCC(c3nc4nc5oc(C6CCC(c7cccc(-c8ccnnc8)c7)CC6)nc5nc4o3)CC2)c1,3.4601,C38H34N8O2
c1cncc(-c2cc(-c3cccnc3)cc(-c3ccc4ccc5ccc(-c6cc(-c7cccnc7)cc(-c7cccnc7)c6)cc5c4c3)c2)c1,3.6432,C46H30N4
COc1ccc(N(c2ccccc2)c2c(C)cc(C)c(C3=CC(=O)C(C)=CC3=O)c2C)cc1,1.1324,C29H27NO3
Cc1cc(-c2c(C)c(-c3cc(C)c(-c4nc5ccccc5o4)c(C)c3)c(C)c(-c3ccc4sc5ccc(-c6c(C)c(-c7cc(C)c(-c8nc9ccccc9o8)c(C)c7)c(C)c(-c7cc(C)c(-c8nc9ccccc9o8)c(C)c7)c6C)cc5c4c3)c2C)cc(C)c1-c1nc2ccccc2o1,4.1269,C90H72N4O4S
c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)c1,3.4456,C46H30N4
Cc1cc(-c2cccc(C(F)(F)F)c2)c(C)cc1-c1cccc(-c2ccc3c(c2)oc2ncccc23)c1,4.103,C32H22F3NO
O=c1ccc2cc(-c3ccc(-c4cc(-c5ccc6ccc7ccccc7c6c5)c5oc(=O)ccc5c4)nn3)cc(-c3ccc4ccc5ccccc5c4c3)c2o1,3.225,C50H28N2O4
c1ccc(N(c2ccccc2)c2ccc3c(c2)c2cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)ccc2n3-c2cnc3c(ccc4cccnc43)c2)cc1,2.723607125,C54H35N5
Cc1c(-c2cc3nc4cc[nH]c4nc3o2)cc(-c2cc(-c3cc(-c4cc5nc6cc[nH]c6nc5o4)c(C)c(-c4cc5nc6cc[nH]c6nc5o4)c3)cc(-c3cc4cccnc4c4ncccc34)c2)cc1-c1cc2nc3cc[nH]c3nc2o1,3.5284,C64H36N14O4
CC1(C)c2cc(-c3cc(-c4ccc(-c5ccc(-c6ccccc6)nc5)cc4)cc(-c4ccc(-c5ccc(-c6ccccc6)nc5)cc4)c3)ccc2N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc21,2.8235,C73H54N4
C(=Cc1cnc(-c2ccccc2)nc1)c1ccc(-c2ccc3oc(C=Cc4cnc(-c5ccccc5)nc4)cc3c2)cc1,3.0229,C38H26N4O
Cc1c(-c2ccc(-c3c4nc(-c5ccccc5)sc4c(-c4ccc(-c5ccc(N6c7ccccc7Sc7ccccc76)c(C)c5C)cc4)c4sc(-c5ccccc5)nc34)cc2)ccc(N2c3ccccc3Sc3ccccc32)c1C,2.6982,C72H50N4S4
COc1cc(-c2c(C)cccc2C)c2cccc(N(c3ccccc3)c3ccc4ccccc4c3)c2c1,3.2595,C35H29NO
N#Cc1c(C#N)c(-c2ccc(-c3ccc(-n4c5ccccc5c(=O)c5ccccc54)cc3)cc2)c(C#N)c(C#N)c1-c1ccc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)cc1,1.7503,C60H32N6O2
c1ccc2c(c1)sc1cc3c4ccccc4n(-c4c(-n5c6ccccc6c6cc7sc8ccccc8c7cc65)c5cccnc5c5ncccc45)c3cc12,2.7383,C48H26N4S2
Cc1cc(-c2cc3ccccc3s2)c(C)cc1-c1cc(-c2cc(C)c(-c3cc4ccccc4s3)cc2C)cc(N2c3ccc(N(c4ccccc4)c4ccccc4)cc3C(C)(C)c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.7049,C77H61N3S2
Cc1cc(-n2c3ccncc3c3cnccc32)cc(C)c1-c1cc(-c2c(C)cc(-n3c4ccncc4c4cnccc43)cc2C)cc(-c2nncc3cccnc23)c1,3.0997,C49H35N9
c1ccc(-n2c3ccccc3c3cc4[nH]c5ccc(-n6c7ccccc7c7ccccc76)cc5c4cc32)cc1,3.2485,C36H23N3
CC1(C)c2cc(N(c3ccccc3)c3ccccc3)ccc2N(C2CCC(c3cccc(-c4cccc5c4sc4ccccc45)c3)CC2)c2ccc(N(c3ccccc3)c3ccccc3)cc21,3.202,C63H53N3S
Cc1cc(-c2ccc3oc(-c4cccc(-c5nc(-c6ccccc6)cc(-c6ccccc6)n5)c4)cc3c2)cc(C)c1-c1cccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)c1,3.3173,C60H42N4O
O=S(=O)(c1cc(-c2ccc3oc(-c4ccccc4)cc3c2)nc(-c2ccccc2)n1)c1cc(-c2ccc3oc(-c4ccccc4)cc3c2)nc(-c2ccccc2)n1,3.4337,C48H30N4O4S
CC1(C)c2cc(N(c3ccccc3)c3ccccc3)ccc2N(C2CCC(c3cccc(-c4cncc5ncccc45)c3)CC2)c2ccc(N(c3ccccc3)c3ccccc3)cc21,2.4667,C59H51N5
c1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2nnc(-c3ccc(-c4nc5ccccc5c5ccccc45)cc3)s2)cc1,2.9211,C45H27N5S
C(=Cc1nnc(C=Cc2cccc(N3c4ccccc4Sc4ccccc43)c2)s1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,2.1799,C42H28N4S3
Cc1cc(C)c(-c2c(C(F)(F)F)cccc2C(F)(F)F)c(C)c1-c1cc(-c2c(C)cc(C)c(-c3c(C(F)(F)F)cccc3C(F)(F)F)c2C)cc(-c2cncc3ccccc23)c1,4.0417,C49H35F12N
c1ccc2c(c1)ccn2-c1ccc(-c2nc3nc4sc(-c5ccc(-n6ccc7ccccc76)nc5)nc4cc3s2)cn1,2.7794,C33H19N7S2
Cc1cc(-c2cnc3ccccc3c2)c(C)cc1-c1cc(-n2c3ccncc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)cc(-n2c3ccncc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.9999,C69H49N7
Cc1cc(-c2ccc3ncncc3c2)cc(C)c1N1c2ccccc2C(C)(C)c2cc(N3c4ccccc4C(C)(C)c4ccccc43)ccc21,2.6062,C46H40N4
FC(F)(F)c1ccc(-c2nc3c(ccc4cccnc43)cc2-c2cc(-c3ccccc3)cc(-c3cc4ccc5cccnc5c4nc3-c3ccc(C(F)(F)F)cc3)c2)cc1,3.6917,C50H28F6N4
Cc1cc(C)c(C)c(C(=O)c2cccc(-c3c(C)cc(C)c(N(c4ccc(-c5c(C)c(C)cc(C)c5C)cc4)c4c(C)cc(C)c(-c5cccc(C(=O)c6c(C)c(C)cc(C)c6C)c5)c4C)c3C)c2)c1C,3.0933,C68H71NO2
CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2cc(N4c5ccc(-c6ccc(-c7ccnnc7)cc6)cc5C(C)(C)c5cc(-c6ccc(-c7ccnnc7)cc6)ccc54)ccc2N3c2ccccc2)c2ccccc21,2.9874,C71H57N7
c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cccc(N7c8ccccc8Sc8ccccc87)c6)cc5)cn4)nc3)cc2)cc(N2c3ccccc3Sc3ccccc32)c1,2.7756,C58H38N4S2
c1cnc2c(c1)cc(-c1ccc(-c3ccc(-c4cnc(-c5ccc(-c6ccc(-c7cc8cccnc8c8ncccc78)cc6)cc5)cn4)cc3)cc1)c1cccnc12,3.3071,C52H32N6
C(=Cc1cnc2sc3ncc(C=Cc4ccc(N5c6ccccc6Oc6ccccc65)cc4)cc3c2c1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,2.2663,C50H32N4O2S
c1ccc(N2c3ccc(-n4c5ccccc5c5ccccc54)cc3Oc3cc(-n4c5ccc(-c6cccc(-c7ccc(-c8nccs8)cc7)c6)cc5c5cc(-c6cccc(-c7ccc(-c8nccs8)cc7)c6)ccc54)ccc32)cc1,3.1501,C72H45N5OS2
c1ccc2c(c1)ccn2-c1cc(-c2ccnnc2)cc(-c2ccnnc2)c1,3.0922,C22H15N5
c1ccc(N(c2ccccc2)c2ccc3c(c2)Oc2cc(N(c4ccccc4)c4ccccc4)ccc2N3c2cccc(-c3cccc(-c4cncc5ccccc45)c3)c2)cc1,2.517,C57H40N4O
Cc1cc(-c2ccc3ccncc3n2)c(C)cc1-c1cc(N2c3ccccc3C(C)(C)c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc(N2c3ccccc3C(C)(C)c3cc(-n4c5ccccc5c5ccccc54)ccc32)c1,2.7303,C76H58N6
N#Cc1ccc(/C=N/c2ccc(Cl)cc2)cc1,3.1165,C14H9ClN2
Cc1c(-c2cc(-c3cnc4ccccc4n3)cc(-c3cnc4ccccc4n3)c2)cc(-n2c3ccccc3c3ccccc32)cc1-c1cc(-c2cnc3ccccc3n2)cc(-c2cnc3ccccc3n2)c1,2.8164,C63H39N9
c1ccc(-n2c3ccc(-c4cc(-c5ccno5)cc(-c5ccno5)c4)cc3c3cc4c(cc32)c2ccccc2n4-c2cnc3ccccc3c2)cc1,2.9005,C45H27N5O2
Cc1cc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)cc(C)c1-c1cc(C(=O)C(F)(F)F)cc(C(=O)C(F)(F)F)c1,2.5087,C37H23F6NO3
COc1nc(CN(C)c2ccc(SC)cc2)nc(-c2c(C)c(C)cc(C)c2C)n1,3.0891,C23H28N4OS
FC(F)(F)c1cc(-c2cccc(-c3cc(-c4cc5nc6cc[nH]c6nc5o4)cc(-c4cc5nc6cc[nH]c6nc5o4)c3)c2)cc(C(F)(F)F)c1C(F)(F)F,3.3521,C37H17F9N6O2
N#Cc1cccc(-c2cc3cc(-c4ccccc4)ccc3o2)c1,3.7875,C21H13NO
CC1(C)c2cc(N(c3ccccc3)c3ccccc3)ccc2N(C2CCCC(c3cccc(-n4c5ccccc5c5cnccc54)c3)C2)c2ccc(N(c3ccccc3)c3ccccc3)cc21,3.4138,C62H53N5
Cc1cc(-c2ccc(-n3cnc4cc5c(cc43)ncn5-c3ccc(-c4ccc(-c5cc6ccccc6o5)c(C)c4)cc3)cc2)ccc1-c1cc2ccccc2o1,3.4163,C50H34N4O2
Cc1ccc(N(C)c2c(C)c(C)c(-c3cc(C(=O)c4c(C)cc(C)cc4C)cc(-c4c(C)cccc4C)c3)c(C)c2C)cc1,2.963,C42H45NO
Cc1cc(C)c(C)c(N2c3ccccc3N(c3c(C)c(C)c(-c4cnc5oc6ncccc6c5c4)c(C)c3C)c3ccccc32)c1C,2.1251,C42H38N4O
c1cc(-c2c3ccccc3cc3ccccc23)cc(-n2c3ccccc3c3ccc4c5ccccc5n(-c5cccc(-c6c7ccccc7cc7ccccc67)c5)c4c32)c1,2.8807,C58H36N2
c1cnc2c(c1)ccc1cc(-c3cc(C4CCCC(c5cncc6nccnc56)C4)cc(C4CCCC(c5cncc6nccnc56)C4)c3)cnc12,3.3355,C44H38N8
Cc1c(C)c(-c2ccc(-c3ccc(-c4ccc(-c5c(C)c(C)c(-c6ccc(C#N)cc6)c(C)c5C)cc4)s3)cc2)c(C)c(C)c1-c1ccc(C#N)cc1,3.6669,C50H42N2S
Cc1cc(-c2ccc(-n3c4ccccc4c4cc(N(c5ccccc5)c5ccccc5)ccc43)cc2)ccc1-c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.1927,C61H46N2Si
FC(F)(F)c1ccc(-c2ccc(-c3cccc(-c4ccc(N(c5ccccc5)c5ccc6c(c5)Oc5ccccc5N6c5ccccc5)cc4)c3)cc2)cc1,2.8869,C49H33F3N2O
Cc1cc(C)c(C)c(-c2cccc(C(=O)c3ccc(-n4c5ccc(-c6ccccc6)cc5c5cc(-c6c(C)cccc6C)ccc54)cc3)c2)c1C,3.0988,C49H41NO
CC(C)(C)c1cc(-c2c(C#N)cc(-c3c(-c4cc(C#N)c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)c(C#N)c4)c4cccnc4c4ncccc34)cc2C#N)cc(C(C)(C)C)c1,3.6953,C56H52N6
Cc1cccc(C)c1-c1ccc2c(c1)c1cc(-c3c(C)cc(-c4nnc(-c5cc(C)c(-c6ccc7c(c6)c6cc(-c8c(C)cccc8C)ccc6n7C)c(C)c5)n4-c4cc(C)c(-c5ccc6c(c5)c5cc(-c7c(C)cccc7C)ccc5n6C)c(C)c4)cc3C)ccc1n2C,4.0245,C89H78N6
Cc1c(-c2cc(-c3nc(-c4ccccc4)cc(-c4ccccc4)n3)cc(-c3nc(-c4ccccc4)cc(-c4ccccc4)n3)c2)ccc(N(c2ccccc2)c2ccccc2)c1C,2.9411,C58H43N5
c1ccc(-n2c3ccccc3c3cc(-c4ccc(N(c5ccc(-n6c7ccccc7c7ccccc76)cc5)c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)cnc32)cc1,3.4342,C59H39N5
Cc1cc(-c2nc3ccccc3s2)c(C)cc1-c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,2.657,C29H19N3O4S
c1ccc(-n2c(-c3cc(-c4ccccn4)cc(-c4ccccn4)c3)cc3cc4ccoc4cc32)cc1,3.3093,C32H21N3O
Cc1c(C)c(-c2ccc3c(c2)sc2cc(-c4c(C)c(C)c(-c5ccc(-c6c(C#N)cccc6C#N)cc5)c(C)c4C)ccc23)c(C)c(C)c1-c1ccc(-c2c(C#N)cccc2C#N)cc1,3.5889,C60H44N4S
c1cc(-c2cc(-c3ccc(-n4c5ccncc5c5cnccc54)cc3)cc(-c3ccc(-n4c5ccncc5c5cnccc54)cc3)c2)ccn1,4.0398,C43H27N7
Cc1cc(C)cc(C(=O)c2cc(-c3cc(C)cc(C)c3)cc(-c3c(C)cc(N(C)c4ccc(-c5c(C)c(C)cc(C)c5C)cc4)cc3C)c2)c1,3.0196,C48H49NO
Cc1cc(-c2ccc3c(c2)oc2ncccc23)c(C)cc1-c1cnc(-c2ccccc2)nc1,3.8358,C29H21N3O
Cc1cc(-c2cc(-c3ccc(C#N)cc3)cc(-c3ccc(C#N)cc3)c2)c(C)cc1-c1ccnnc1,3.5053,C32H22N4
Cc1cc(C)c(-c2cc(-c3ccccc3)cc3c(Oc4ccc5c(c4)c4cc(C)ccc4n5C)cccc23)c(C)c1,3.8226,C39H33NO
c1cc(-c2ccc3oc4ncccc4c3c2)cc(C2CCCC(c3ccc4nccnc4c3)C2)c1,3.554,C31H25N3O
Cc1cc(-c2ccc(-c3cc(C)c(-c4cccc(N(c5ccccc5)c5ccccc5)c4)c(C)c3)nn2)cc(C)c1-c1cccc(N(c2ccccc2)c2ccccc2)c1,3.2092,C56H46N4
c1ccc(-c2cc(-c3cccc(-n4c5ccccc5c5c6c7ccccc7n(-c7cccc(-c8cc(-c9ccccc9)cc9ccccc89)c7)c6ccc54)c3)c3ccccc3c2)cc1,3.1825,C62H40N2
c1ccc(-c2cnc(-c3cc(-c4cc(-c5cc(-c6cnc(-c7ccccc7)cn6)cc(-c6cnc(-c7ccccc7)cn6)c5)cc(-c5ccnc6ncccc56)c4)cc(-c4cnc(-c5ccccc5)cn4)c3)cn2)cc1,3.6528,C66H42N10
O=C(c1ccc(-c2cc(=O)c3ccccc3o2)cc1)c1ccc(-c2ccc(-c3ccc(C(=O)c4ccc(-c5cc(=O)c6ccccc6o5)cc4)cc3)s2)cc1,3.0096,C48H28O6S
c1ccc2oc(-c3cc(-c4cnc5c(c4)c4ccccc4n5-c4ccc5ncncc5c4)cc(-c4cnc5c(c4)c4ccccc4n5-c4ccc5ncncc5c4)c3)nc2c1,3.3949,C51H29N9O
C=N/C(=C/C=N)C(C)(C)C,4.1825,C8H14N2
c1ccc(-c2nc3ccc(-c4cccc(C5CCC(n6c7ccc(N(c8ccccc8)c8ccccc8)cc7c7cc(N(c8ccccc8)c8ccccc8)ccc76)CC5)c4)cc3o2)cc1,2.813,C61H48N4O
Cc1cc(-c2noc(-c3ccccc3)n2)cc(C)c1-c1cc(N2c3ccccc3Oc3cc(N4c5ccccc5Oc5ccccc54)ccc32)cc(N2c3ccccc3Oc3cc(N4c5ccccc5Oc5ccccc54)ccc32)c1,2.6364,C70H46N6O5
Cc1c(-c2ccc(-c3ccc4sc(-c5ccccc5)cc4c3)cc2)cc(N2c3ccccc3C(C)(C)c3cc(N4c5ccccc5C(C)(C)c5ccccc54)ccc32)cc1-c1ccc(-c2ccc3sc(-c4ccccc4)cc3c2)cc1,3.1854,C77H58N2S2
Cc1ccc(N(c2cc(C)c(-c3cccc(C(=O)c4c(C)cccc4C)c3)c(C)c2)c2cc(C)c(-c3cccc(C(=O)c4c(C)cccc4C)c3)c(C)c2)cc1,2.8793,C53H49NO2
Cc1c(-c2cc3ccccc3o2)cc(-c2cccc(-c3ccnc4c3ccc3cccnc34)c2)cc1-c1cc2ccccc2o1,3.7662,C41H26N2O2
c1ccc(-n2ccc3c(-c4cccc(-c5ccc(-n6cccn6)cc5)c4)nccc32)cc1,4.0631,C28H20N4
Cc1cc(-c2ccc3c(c2)C(C)(C)c2cc(-c4ccc(-n5ccc(=O)c6ccccc65)c(C)c4)ccc2-3)ccc1-n1ccc(=O)c2ccccc21,3.5211,C47H36N2O2
Cc1cc(N2C(=O)C=CC2=O)ccc1-n1nnc2ccccc21,2.7761,C17H12N4O2
Cc1c(-c2cc3c4c(c2)CCCN4CCC3)ccc(-c2cc(-c3ccc(-c4cc5c6c(c4)CCCN6CCC5)c(C)c3C)nc(-c3ccccc3)n2)c1C,3.2921,C50H50N4
c1ncc2cc(-c3cc(-c4ccc5ncncc5c4)cc(C4CCCC(c5ccc6c(c5)oc5cc(C7CCCC(c8cc(-c9ccc%10ncncc%10c9)cc(-c9ccc%10ncncc%10c9)c8)C7)ccc56)C4)c3)ccc2n1,3.6466,C68H52N8O
Cc1c(-c2ccc(-c3ccc4ncncc4c3)cc2)cccc1-n1ccc2cnccc21,3.5216,C28H20N4
O=C1C=CC(=O)N1c1cccc(-c2ccc(-c3ccc4sc(-c5ccccc5)cc4c3)cc2)c1,2.5267,C30H19NO2S
COc1cc(-c2c(C)cc(C)c(N(c3ccc(-c4c(C)cccc4C)cc3)c3c(C)cc(C)cc3C)c2C)cc2ccccc12,3.7099,C43H43NO
Cc1c(-c2ccc(-n3cnc4ccccc43)cc2)cccc1-c1ccc2nccnc2c1,3.5322,C28H20N4
c1ccc(-n2ccc3cnc(-c4cnc(-c5cc(-n6ccc7cnccc76)cc(-n6ccc7cnccc76)c5)nc4)cc32)cc1,3.208,C37H24N8
Cc1c(-c2ccc(C(F)(F)F)c(C(F)(F)F)c2)cc(-c2cc3ccccc3s2)cc1-c1ccc(C(F)(F)F)c(C(F)(F)F)c1,3.7675,C31H16F12S
c1ccc(N(c2ccccc2)c2ccc3c4ccc(N(c5ccccc5)c5ccccc5)cc4n(-c4cccc(-c5cccc(-c6ccc7c(c6)oc6ncccc67)c5)c4)c3c2)cc1,2.9125,C59H40N4O
c1ccc2ncc(-c3cc(-c4cnc5ccccc5c4)cc(-c4nncc5cccnc45)c3)cc2c1,3.0659,C31H19N5
Cc1cc(-n2ccc3cc4ccoc4cc32)c(C)cc1-c1ccno1,3.2893,C21H16N2O2
Cc1cc(-c2ccc(C(=O)c3ccccc3)cc2)ccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,3.1349,C41H28N2O
N#Cc1ccc(-c2cc(-n3nnc4ccccc43)cc(-n3nnc4ccccc43)c2)cc1,3.8875,C25H15N7
CSc1ccc2c(c1)c1ccccc1n2-c1cc(C)c(C(=O)c2cccc(-c3cc(C)cc(C)c3)c2)c(C)c1,3.2279,C36H31NOS
Cc1cc(-c2c(F)c(F)c(F)c(F)c2F)cc(C)c1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,3.1352,C32H20F5NO
Cc1cc(-n2ccc(=O)c3ccccc32)cc(C)c1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,3.7067,C38H27N3O
N#Cc1ccc([C+](c2ccc(C#N)cc2)c2ccc(-n3cccc3)cc2)cc1,1.5397,C25H16N3+
c1ccc(-c2ccc(-c3ccc4c(c3)c3cc(-n5c6ccccc6c6ccccc65)ccc3n4-c3ccccc3)cn2)cc1,3.5102,C41H27N3
CC1(C)c2ccccc2N(c2cccc(-c3ccccc3C(F)(F)F)c2)c2ccc(-n3c4ccccc4c4ccccc43)cc21,3.4019,C40H29F3N2
