smiles,bandgap,formulas
c1ccc2c(c1)nnn2-c1cc(-c2cc3cc4oc(-c5cc(-n6nnc7ccccc76)cc(-n6nnc7ccccc76)c5)cc4cc3o2)cc(-n2nnc3ccccc32)c1,3.2238,C46H26N12O2
Cc1cc(-c2cnc3cnncc3c2)cc(C)c1-c1cc(N2c3ccccc3C(C)(C)c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc(N2c3ccccc3C(C)(C)c3cc(-n4c5ccccc5c5ccccc54)ccc32)c1,2.6057,C75H57N7
Cc1cc(-c2cc3ccccc3o2)c(C)cc1-c1ccc(-c2nccc3c2ccn3-c2ccccc2)cc1,3.6374,C35H26N2O
c1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc6nc(-c7ccc(-c8ccnc9cccnc89)cc7)sc6c5)cc4)ncc32)cc1,2.955,C44H27N5S
c1ccc(-c2nnc(-c3ccccc3)n2C2CCCC(c3ccc(-c4cccnc4)cc3)C2)cc1,4.6793,C31H28N4
c1ccc(-c2noc(-c3cccc(C4CCCC(c5cnc6cnncc6c5)C4)c3)n2)cc1,3.2575,C27H23N5O
Cc1c(-c2cc(-c3cc4ccccc4s3)cc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)c(C)c3C)c2)ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)c1C,3.6571,C72H50N4S
CC1(C)c2ccc(-c3ccc(-c4cccc5c4sc4c(-c6ccc(N7C(=O)C=CC7=O)cc6)cccc45)cc3)cc2-c2cc3c(cc21)c1ccccc1n3-c1ccccc1,2.3124,C55H36N2O2S
FC(F)(F)c1cccc(C=Cc2ccc3nc(-c4ccccc4)sc3c2)c1,3.3304,C22H14F3NS
Cc1cc(-n2c3ccncc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc(C)c1-c1nc(-c2ccccc2)cc(-c2ccccc2)n1,3.0018,C47H33N5
O=C(c1ccc(-c2cc(-c3ccc(C(=O)C(F)(F)F)cc3)cc(-c3cc(-c4cc(-c5ccc(C(=O)C(F)(F)F)cc5)cc(-c5ccc(C(=O)C(F)(F)F)cc5)c4)cc(-c4ccc5c(c4)ncn5-c4ccccc4)c3)c2)cc1)C(F)(F)F,3.2682,C63H34F12N2O4
c1cc(-c2ccc(-n3ccc4cc5ccoc5cc43)cc2)cc(-c2cnc3ccccc3n2)c1,2.7845,C30H19N3O
Cc1c(-c2ccc(-c3nc4nc5nc(-c6ccc(-c7cccc(-n8cnc9ccccc98)c7C)cc6)n(-c6ccccc6)c5nc4n3-c3ccccc3)cc2)cccc1-n1cnc2ccccc21,3.2957,C58H40N10
c1ccc(-c2cncc(-c3cc(-c4cccc(-n5nnc6ccccc65)c4)cc(-c4cncc(-c5ccccc5)n4)c3)n2)cc1,3.8694,C38H25N7
Fc1cc(-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(-c4ccc(-c5c(F)c(F)c(F)c(F)c5F)cc4)cc3)cc2)cc(F)c1F,4.2181,C42H24F8Si
c1ccc(-n2c3ccccc3c3cc4c5cc(-c6cnc7c(c6)c6ccccc6n7-c6ccc(-c7ncco7)cc6)ccc5n(-c5ccccc5)c4cc32)cc1,3.4688,C50H31N5O
Cc1cc(C)c(-c2c(C)c(C)c(-n3cnc4cc5c(cc43)ncn5-c3c(C)c(C)c(-c4c(C)cc(C)c(-c5ccc(C(=O)c6ccccc6)cc5)c4C)c(C)c3C)c(C)c2C)c(C)c1-c1ccc(C(=O)c2ccccc2)cc1,3.3912,C72H66N4O2
N#Cc1cc(C#N)cc(-c2cc(-c3cc(C#N)cc(C#N)c3)cc(-c3cc(-c4cc(-c5cc(C#N)cc(C#N)c5)cc(-c5cc(C#N)cc(C#N)c5)c4)cc(-c4ccc5c(c4)ncn5-c4ccccc4)c3)c2)c1,3.5143,C63H30N10
Cc1cc(N(c2ccccc2)c2ccccc2)cc(C)c1-c1cc(-c2cnc3ccccc3c2)cc(-c2cnc3ccccc3c2)c1,2.9799,C44H33N3
c1ccc(N(c2ccccc2)c2ccc3c(c2)c2ccccc2n3C2CCC(c3ccc(-c4ccnc5cccnc45)cc3)CC2)cc1,2.5946,C44H36N4
Cc1cc(-c2ccc(-c3cncc4nccnc34)cc2)ccc1-n1ccn(-c2ccc(-c3ccc(-c4cncc5nccnc45)cc3)cc2C)c1=O,2.656,C43H30N8O
Cc1cc(-c2ccc(-c3cncnc3)cc2)ccc1-c1cnc2c(ccc3cccnc32)c1,3.8471,C29H20N4
Cc1cc(-c2cc(N3c4ccccc4C(C)(C)c4ccccc43)c(N3c4ccccc4C(C)(C)c4ccccc43)cc2-c2cc(C)c(-c3cncc4nccnc34)c(C)c2)cc(C)c1-c1cncc2nccnc12,2.0969,C66H54N8
Cc1cc(C)c(-n2ccc3ccccc32)c(C)c1-c1c(C)c(C)c(-c2cc(-c3c(C)c(C)c(-c4c(C)cc(C)c(-n5ccc6ccccc65)c4C)c(C)c3C)ncn2)c(C)c1C,3.9808,C58H58N4
Cc1c(-c2ccc(-c3ncccn3)cc2)cccc1-c1ccc(N(c2ccccc2)c2ccc3c(c2)Oc2ccccc2N3c2ccccc2)cc1,2.8202,C47H34N4O
Cc1cc(-c2cc(-c3cc(C)c(-c4c(C(F)(F)F)cccc4C(F)(F)F)c(C)c3)cc(-c3ccc4c(c3)ncn4-c3ccccc3)c2)cc(C)c1-c1c(C(F)(F)F)cccc1C(F)(F)F,4.1824,C51H34F12N2
O=S(=O)(c1ccccc1)c1ccc(-c2cccc(-n3c4ccccc4c4cc(N5c6ccccc6Oc6ccccc65)ccc43)c2)cc1,2.4955,C42H28N2O3S
c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccc(-c5cncc(-c6ccc(-c7cc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc(-c8ccc(N(c9ccccc9)c9ccccc9)cc8)c7)cc6)n5)cc4)cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cc2)cc1,3.0347,C100H72N6
O=C1C=CC(=O)N1c1cc2ccccc2c2cc(-c3ccc(-c4ccc5oc6cc7c8ccccc8n(-c8ccccc8)c7cc6c5c4)cc3)ccc12,2.3899,C48H28N2O3
CC1(C)c2cc(N(c3ccccc3)c3ccccc3)ccc2N(C2CCCC(c3cccc(-c4ccncc4)c3)C2)c2ccc(N(c3ccccc3)c3ccccc3)cc21,3.0024,C56H50N4
c1ccc(-c2cc(-c3ccccc3)nc(-c3cccc(C4CCCC(c5ccc6c(c5)oc5cc(C7CCCC(c8cccc(-c9nc(-c%10ccccc%10)cc(-c%10ccccc%10)n9)c8)C7)ccc56)C4)c3)n2)cc1,3.7834,C68H56N4O
c1ccc2c(c1)ccn2-c1ccc(-c2nncc3cc(-c4ccc(-c5cncc(-c6ccc(-c7cnc8c(-c9ccc(-n%10ccc%11ccccc%11%10)cc9)nncc8c7)cc6)c5)cc4)cnc23)cc1,2.5245,C59H37N9
FC(F)(F)c1ccc(-c2cc(-c3cccc(N4c5ccccc5Oc5ccccc54)c3)cc(-c3ccc(C(F)(F)F)c(C(F)(F)F)c3)c2)cc1C(F)(F)F,2.4826,C40H21F12NO
Cc1cc(C)c(-c2ccc(N(C)c3c(C)c(C)c(-c4cnc5nc(-c6c(C)cc(C)cc6C)cnc5n4)c(C)c3C)cc2)c(C)c1,2.231,C41H43N5
Cc1c(-c2cc(-c3cc(C#N)cc(C#N)c3)cc(-c3cc(C#N)cc(C#N)c3)c2)c(C)c(-c2ncco2)c(C)c1-c1cc(-c2cc(C#N)cc(C#N)c2)cc(-c2cc(C#N)cc(C#N)c2)c1,3.8702,C56H29N9O
CSc1ncnc(-c2c(C)c(C)c(N3c4ccccc4N(c4c(C)c(C)c(-c5ncnc(SC)n5)c(C)c4C)c4ccccc43)c(C)c2C)n1,2.2177,C40H40N8S2
Cc1c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c(C)c(-c2ccc3ccncc3n2)c(C)c1-c1ccc2ccncc2n1,2.9095,C49H37N5
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(N(c6ccccc6)c6ccc(-c7ccc(-c8cc(-c9ccnnc9)cc(-c9ccnnc9)c8)cc7)cc6)cc5)ccc3n4-c3ccccc3)cc2)cc1,2.677,C74H51N7
Cc1cc(-c2cc(-c3ccc4nccnc4c3)cc(-c3ccc4nccnc4c3)c2)cc(C)c1-c1cnc2c(ccc3cccnc32)c1,3.5202,C42H28N6
Cc1c(-c2cnc(-c3ccccc3)nc2)ccc(-c2cccc(-n3c4ccccc4c4cnccc43)c2)c1C,3.9025,C35H26N4
Fc1ccc(-c2cc(-c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c2)c(F)c1F,4.2403,C60H43F3Si2
Cc1cc(C)c(-c2ccc3c(c2)c2cc(-c4c(C)cccc4C)ccc2n3Cc2ncnc(-c3ccccc3)n2)c(C)c1,2.8517,C39H34N4
Cc1cc(-c2cc(F)c(F)c(F)c2)ccc1-c1cccc(-c2nc3cc4nc(-c5cccc(-c6ccc(-c7cc(F)c(F)c(F)c7)cc6C)c5)oc4cc3o2)c1,3.6625,C46H26F6N2O2
Cc1cccc(C)c1S(=O)(=O)c1ccc(N2c3ccccc3N(C)c3ccccc32)cc1,2.4544,C27H24N2O2S
O=C(c1ccccc1)c1cc(-c2ccccc2)cc(-c2ccc(N3c4ccccc4N(c4ccccc4)c4ccccc43)cc2)c1,1.9801,C43H30N2O
FC(F)(F)c1ccc(C2CCCC(c3cc(-c4ncco4)cc(C4CCCC(c5ccc(C(F)(F)F)cc5)C4)c3)C2)cc1,4.6405,C35H33F6NO
Cc1cc(-c2ccc3sccc3c2)cc(C)c1-c1c(C)c(-c2ccc(-c3c(C)c(-c4c(C)cc(-c5ccc6sccc6c5)cc4C)c(C)c(-c4c(C)cc(-c5ccc6sccc6c5)cc4C)c3C)nn2)c(C)c(-c2c(C)cc(-c3ccc4sccc4c3)cc2C)c1C,3.491,C86H72N2S4
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3cc(-c4ccc(-c5ccc6nccnc6c5)cc4)cc(-c4ccc(-c5ccc6nccnc6c5)cc4)c3)cc2)cc1,2.5292,C64H42N6
Cc1c(-c2cc(-c3cc(F)c(F)c(F)c3)cc(-c3cc(F)c(F)c(F)c3)c2)cccc1-n1ccc(=O)c2ccccc21,3.6973,C34H19F6NO
Fc1cc(C=Cc2cccc(-c3nc4nc5sc(-c6cccc(C=Cc7cc(F)c(F)c(F)c7)c6)nc5cc4s3)c2)cc(F)c1F,3.2398,C35H17F6N3S2
c1ccc(-n2c3ccncc3c3cc(-c4ccc(-n5cnc6c7ccccc7c7ccccc7c65)cc4)ccc32)cc1,3.7016,C38H24N4
Cc1cc(-c2cc(N3c4ccccc4C(C)(C)c4ccccc43)cc(N3c4ccccc4C(C)(C)c4ccccc43)c2)cc(C)c1-c1cc(-c2c(C)cc(-c3cc(N4c5ccccc5C(C)(C)c5ccccc54)cc(N4c5ccccc5C(C)(C)c5ccccc54)c3)cc2C)ncn1,2.7996,C92H80N6
c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(N(c6ccccc6)c6ccc(-c7ccc(-c8ccc(-c9ncccn9)cc8)cc7)cc6)cc5)ccc3n4-c3ccccc3)cc2)cc1,2.9362,C70H49N5
Cc1c(-n2ccc(=O)c3ccccc32)cc(-c2ccc(-c3cncnc3)cc2)cc1-n1ccc(=O)c2ccccc21,3.4109,C35H24N4O2
CSc1cccc(C(=O)c2ccc(-n3c4ccccc4c4cc(-c5c(C)cccc5C)ccc43)cc2)c1,3.1563,C34H27NOS
c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1cnccc1n2-c1ccc(C2CCC(c3ccc4nccnc4c3)CC2)cc1,3.092,C43H33N5
Cc1cc(C)c(-c2cc(N3c4ccccc4Oc4ccccc43)cc(N3c4ccccc4Oc4ccccc43)c2)c(C)c1-c1cc(C(=O)C(F)(F)F)cc(C(=O)C(F)(F)F)c1,1.6902,C49H32F6N2O4
c1ccc2c(c1)Oc1ccccc1N2c1cc(-c2cc(-c3ccnc4cccnc34)cc(-c3ccnc4cccnc34)c2)c(-c2cc(-c3ccnc4cccnc34)cc(-c3ccnc4cccnc34)c2)cc1N1c2ccccc2Oc2ccccc21,2.3228,C74H44N10O2
Fc1ccc(-c2cc(-c3ccc(F)c(F)c3F)cc(-n3c4cc(-c5ccc(-c6ccncc6)cc5)ccc4c4ccc(-c5ccc(-c6ccncc6)cc5)cc43)c2)c(F)c1F,3.541,C52H29F6N3
Cc1cc(-c2cc(-c3cn(-c4ccccc4)c4ccncc34)cc(-c3cn(-c4ccccc4)c4ccncc34)c2)cc(C)c1-c1cc2ccccc2s1,3.8794,C48H34N4S
Cc1cc(C)c(N2c3ccccc3C(C)(C)c3ccccc32)c(C)c1-c1ccc(-c2nc3ccccc3o2)cc1,3.0336,C37H32N2O
c1ccc2c(c1)sc1c(-c3ccc(-n4ccc5cc(-c6cc7nc8cc(-c9ccc%10c(ccn%10-c%10ccc(-c%11cccc%12c%11sc%11ccccc%11%12)cc%10)c9)oc8nc7o6)ccc54)cc3)cccc12,3.0801,C60H34N4O2S2
CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(-c6ccnc7sc8ccccc8c67)cc5)ccc3n4-c3ccccc3)cc2)c2ccccc21,3.1882,C56H39N3S
Cc1cc(-n2ccc3cnccc32)cc(C)c1-c1c(C)c(-n2ccc3cnccc32)c(C)c(-n2ccc3cnccc32)c1C,4.2494,C38H32N6
c1ccc2c(c1)Sc1ccccc1N2c1cc(-c2cc(-c3cncc4nccnc34)c(-c3cncc4nccnc34)cc2-c2cc(N3c4ccccc4Sc4ccccc43)cc(N3c4ccccc4Sc4ccccc43)c2)cc(N2c3ccccc3Sc3ccccc32)c1,2.0902,C80H48N10S4
N#CC(/C=N/c1ccc(-n2cccc2)cc1)=C(\C=C\c1ccc(-n2cccc2)cc1)n1cccc1,2.4657,C30H23N5
O=C(c1ccc(-c2ccc(N(c3ccccc3)c3cc(-c4ccnc5ncccc45)cc(N(c4ccccc4)c4ccc(-c5ccc(C(=O)C(F)(F)F)cc5)cc4)c3)cc2)cc1)C(F)(F)F,2.8333,C54H34F6N4O2
c1ccc(N(c2ccccc2)c2cccc(-c3cccc(-c4ccnc(-c5cc(-c6cccc(-c7cccc(N(c8ccccc8)c8ccccc8)c7)c6)ccn5)c4)c3)c2)cc1,3.2938,C58H42N4
C(=Cc1ccc2oc(-c3ccc(-c4cc5nc6cc(-c7ccccc7)oc6nc5[nH]4)cc3)cc2c1)c1ccccc1,2.9533,C36H23N3O2
N#Cc1ccccc1-c1cccc(-c2cccc(-c3ncco3)c2)c1,4.0116,C22H14N2O
CC(=NC=C(C#N)c1ccc(C#N)cc1)c1ccc(C)cc1,3.1894,C19H15N3
c1ccc(-c2nc3c(-c4ccnc5cccnc45)c4nc(-c5ccccc5)sc4c(-c4ccnc5cccnc45)c3s2)cc1,3.2468,C36H20N6S2
Cc1cc(-c2ccc(-c3ccc4oc(-c5ccccc5)cc4c3)cc2)ccc1-c1ccnc2c1ccc1cccnc12,3.8233,C39H26N2O
Cc1cc(C)cc(-c2ccc3c(c2)c2ccccc2n3-c2c(C)cc(C(=O)c3cccc(-c4ccccc4)c3)cc2C)c1,2.9649,C41H33NO
c1ccc(-c2ccnc3c2c(-c2ccc(-c4ccnc5sc6ccccc6c45)cc2)cc2cccnc23)cc1,3.8007,C35H21N3S
Cc1cc(-c2ncco2)ccc1-c1cc(-c2ccc(-c3ncco3)cc2C)cc(N2c3ccccc3C(C)(C)c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.6681,C53H42N4O2
C(=Cc1ncc2ccccc2n1)c1cc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cccnc32)cc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cccnc32)c1,2.5625,C62H42N8
c1ccc(N(c2ccccc2)c2ccc3c(c2)c2ccccc2n3-c2cccc(-c3cccc(-c4cnccn4)c3)c2)cc1,2.7651,C40H28N4
c1cc(-c2ccc(-c3cc4nc5cc[nH]c5nc4o3)cc2)cc(-c2cc3cc4sc(-c5cccc(-c6ccc(-c7cc8nc9cc[nH]c9nc8o7)cc6)c5)cc4cc3s2)c1,3.2116,C50H28N6O2S2
N#Cc1cc(C#N)cc(-c2ccc(-n3cnc4cc5c(cc43)ncn5-c3ccc(-c4cc(C#N)cc(C#N)c4)cc3)cc2)c1,3.307,C36H18N8
Cc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6cncnc6)c(C)c5)cc4)nn3)cc2)ccc1-c1cncnc1,3.3288,C38H28N6
c1ccc(-c2nc(-c3cc(-c4noc(-c5ccccc5)n4)cc(C4CCCC(c5ncco5)C4)c3)no2)cc1,4.248,C31H25N5O3
Cc1cc(-c2cc3cccnc3c3ncccc23)ccc1-c1cccc(-n2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc32)c1,2.8737,C61H43N5
c1ccc(-n2ccc3ccc(-c4cccc(-c5cc6sc7cc(-c8cccc(-c9ccc%10ccn(-c%11ccccc%11)c%10c9)n8)sc7c6s5)n4)cc32)cc1,3.0238,C46H28N4S3
c1ccc(-n2c(C3CCCC(c4ccnc5cccnc45)C3)cc3cc4ccoc4cc32)cc1,2.8448,C30H25N3O
Cc1cc(C)c(C)c(N(C)c2ccc(-c3cc(C)c(-c4cnc5oc6ncccc6c5c4)c(C)c3)cc2)c1C,3.0485,C35H33N3O
c1ccc(-n2c3ccc(N4c5ccccc5Oc5ccccc54)cc3c3cc(N4c5ccc(-c6ccno6)cc5Oc5cc(-c6ccno6)ccc54)ccc32)cc1,2.6434,C48H29N5O4
COc1ccc(N(c2ccc(C(=O)c3ccccc3)cc2)c2ccc(C(=O)c3ccccc3)cc2)cc1,3.0648,C33H25NO3
Cc1cc(-c2cccc(N3c4ccc(-n5c6ccccc6c6ccccc65)cc4Oc4cc(-n5c6ccccc6c6ccccc65)ccc43)c2)cc(C)c1-c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.1272,C74H53N3OSi
Cc1cc(C)c(C)c(-c2cnc3nc(-n4c5ccccc5c5c4ccc4c6ccccc6n(-c6cnc7nc(-c8c(C)c(C)cc(C)c8C)cnc7n6)c45)cnc3n2)c1C,2.5159,C50H40N10
Cc1c(-c2ccc(-n3nnc4ccccc43)cc2)ccc(-c2ccc(P(c3ccccc3)c3ccc(-c4ccc(-c5ccc(-n6nnc7ccccc76)cc5)c(C)c4C)cc3)cc2)c1C,3.972,C58H45N6P
Cc1c(C)c(-c2nncc3cccnc23)c(C)c(C)c1-c1c(C)c(-c2c(C)c(C)c(-c3nncc4cccnc34)c(C)c2C)c(C)c(-n2ccnc2)c1C,3.1636,C46H44N8
Cc1cc(C)c(-c2ccc3c(c2)c2ccccc2n3-c2cccc(-c3ncnc(C)n3)c2)c(C)c1,2.8893,C31H26N4
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4nnnn4-c4ccccc4)cc3)cc2)cc1,3.1951,C31H23N5
Cc1cc(-c2ccc(-c3nc4ccccc4s3)cc2)ccc1-c1ccc2c(c1)Oc1cc(-c3ccc(-c4ccc(-c5nc6ccccc6s5)cc4)cc3C)ccc1N2c1ccccc1,2.7508,C58H39N3OS2
c1ccc(-c2ccnc(-c3cc(-c4cc(-c5ccccc5)ccn4)cc(-n4c5ccccc5c5ccncc54)c3)c2)cc1,3.353,C39H26N4
Cc1c(-c2cc(C#N)cc(C#N)c2)ccc(-n2ccc3ccccc32)c1C,3.0328,C24H17N3
C(=Cc1nncc2cccnc12)c1ccc(-c2nc3cc4nc(-c5ccc(C=Cc6nncc7cccnc67)cc5)sc4nc3s2)cc1,2.7376,C37H21N9S2
c1ccc(-n2c3ccccc3c3cc(-c4ccc(N5c6ccc(-n7c8ccccc8c8cccnc87)cc6Oc6cc(-n7c8ccccc8c8cccnc87)ccc65)cc4)ccc32)cc1,3.1158,C58H36N6O
c1ccc(-n2c(-c3cccc(-c4cc(-c5cccc(-c6cc7cc8ccoc8cc7n6-c6ccccc6)c5)cc(-c5cc6ccccc6s5)c4)c3)cc3cc4ccoc4cc32)cc1,3.4432,C58H36N2O2S
O=c1c2ccccc2n(-c2cn(-c3ccc(-c4ccc5c(c4)c4cc6c7ccccc7n(-c7ccccc7)c6cc4n5-c4ccccc4)cc3)c3ccncc23)c2ccccc12,3.5942,C56H35N5O
C(=Cc1nc(-c2ccccc2)nc(-c2ccccc2)n1)c1cc(-c2cc3ccccc3o2)cc(-c2cc3ccccc3o2)c1,3.0452,C39H25N3O2
CC1(C)c2ccccc2N(C(=O)c2ccc(C(=O)N3c4ccccc4C(C)(C)c4ccccc43)cc2)c2ccccc21,3.6637,C38H32N2O2
c1ccc(-n2ccc3cc4cc(-c5ccc(-c6nc7cc8nc(-c9ccc(-c%10cc%11cc%12ccn(-c%13ccccc%13)c%12cc%11o%10)cc9)oc8nc7o6)cc5)oc4cc32)cc1,2.7201,C51H29N5O4
FC(F)(F)c1ccc(-c2ccc(-c3ccc4occc4c3)cc2)cc1,4.193,C21H13F3O
O=c1c2ccccc2n(-c2cnc(-n3c4ccccc4c(=O)c4ccccc43)cn2)c2ccccc12,2.7122,C30H18N4O2
Cc1c(-c2cc(-c3cccc(-n4nnc5ccccc54)c3C)cc(N3c4ccccc4C(C)(C)c4cc(N(c5ccccc5)c5ccccc5)ccc43)c2)cccc1-n1nnc2ccccc21,2.8831,C59H46N8
c1ccc(-c2ccc(-c3cccc(-c4cccc(-c5ccc(-c6ccccn6)cc5)n4)n3)cc2)nc1,3.8973,C32H22N4
Cc1c(-c2cc(-c3c(C)c(-n4c5ccccc5c(=O)c5ccccc54)c(C)c(-n4c5ccccc5c(=O)c5ccccc54)c3C)cc(-n3c(-c4ccccc4)nnc3-c3ccccc3)c2)c(C)c(-n2c3ccccc3c(=O)c3ccccc32)c(C)c1-n1c2ccccc2c(=O)c2ccccc21,3.5728,C90H63N7O4
O=C1C=CC(=O)C(n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)=C1,1.4965,C30H19NO2
Cc1cc(-c2ccc(-c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)cc2)cc(C)c1N1c2ccccc2Sc2cc(N(c3ccccc3)c3ccccc3)ccc21,2.8637,C62H48N2SSi
Cc1cc(-c2cncc3nccnc23)c(C)cc1-c1cc(-c2cncc3ccn(-c4ccccc4)c23)cc(-c2cncc3ccn(-c4ccccc4)c23)c1,3.0023,C47H33N7
c1ccc(N(c2ccccc2)c2ccc3c(c2)Oc2cc(N(c4ccccc4)c4ccc(-c5ccc(-c6cc(-c7ccnc8ncccc78)cc(-c7ccnc8ncccc78)c6)cc5)cc4)ccc2N3c2ccccc2)cc1,2.3278,C70H47N7O
N#Cc1ccc(C=Cc2cccc(N3c4ccccc4Sc4ccccc43)c2)cc1,2.4048,C27H18N2S
Cc1cc(P(c2ccccc2)c2ccccc2)c(C)cc1-c1cnc(-c2ccccc2)nc1,3.7578,C30H25N2P
CC(/C=N/c1ccc(C)cc1)=C(\C=N\c1ccc(C)cc1)n1cccc1,2.7299,C23H23N3
Cc1cc(C)c(-c2nc(-c3ccc(N(C)c4ccc(-c5c(C)cccc5C)cc4)cc3)nc(-c3c(C)c(C)cc(C)c3C)n2)c(C)c1,3.4913,C43H44N4
O=S(=O)(c1ccccc1)c1ccc(-c2cccc(-c3ccc(-n4c5ccccc5c5c4ccc4c6ccccc6n(-c6ccc(-c7cccc(-c8ccc(S(=O)(=O)c9ccccc9)cc8)c7)cc6)c45)cc3)c2)cc1,3.1684,C66H44N2O4S2
c1ccc(-n2c3ccc(-n4c5ccccc5c5ccccc54)cc3c3cc4c(cc32)c2ccccc2n4-c2ccc(-c3ccnc4ncccc34)cc2)cc1,2.8542,C50H31N5
N#Cc1ccccc1-c1ccc(-c2cc(-c3ccc(-c4ccccc4C#N)cc3)cc(-c3cnc4oc5ncc(-c6cc(-c7ccc(-c8ccccc8C#N)cc7)cc(-c7ccc(-c8ccccc8C#N)cc7)c6)cc5c4c3)c2)cc1,3.9577,C74H42N6O
O=c1cc(-c2ccc(-c3nnc(-c4ccc(-c5cc(=O)c6cc(-c7nc8ccccc8s7)ccc6o5)cc4)o3)cc2)oc2ccc(-c3nc4ccccc4s3)cc12,3.1596,C46H24N4O5S2
O=C1c2ccccc2C(=O)N1c1ccc(-c2cnc3c(c2)c2ccccc2n3-c2cc(-c3nc4ccccc4s3)cc(-c3nc4ccccc4s3)c2)cc1,2.8626,C45H25N5O2S2
Cc1cc(-c2cc3nc4cc[nH]c4nc3o2)ccc1-c1cc(-c2ccc(-c3cc4nc5cc[nH]c5nc4o3)cc2C)cc(-c2nncc3cccnc23)c1,2.7338,C43H27N9O2
c1ccc(-n2c3ccc(-c4ccc(-c5cccc(-c6ccc7ccc8cccnc8c7n6)c5)cc4)cc3c3cc(N4c5ccccc5Oc5ccccc54)ccc32)cc1,2.7205,C54H34N4O
Cc1c(-c2ccc3ccc4ccc(-c5cccc(-n6c7ccncc7c7cc(N(c8ccccc8)c8ccccc8)ccc76)c5C)nc4c3n2)cccc1-n1c2ccncc2c2cc(N(c3ccccc3)c3ccccc3)ccc21,2.6014,C72H50N8
c1cc(-c2nc3nc4nc(-c5cccc(C6CCCC(c7cc8c9c(c7)CCCN9CCC8)C6)c5)oc4cc3o2)cc(C2CCCC(c3cc4c5c(c3)CCCN5CCC4)C2)c1,2.626,C55H57N5O2
Cc1cc(-c2cc3nc4cc[nH]c4nc3o2)c(C)cc1-c1cccc(-c2ccc3c(c2)c2cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)ccc2n3-c2ccccc2)c1,3.2648,C58H39N5O
CC(=O)c1cccc(-c2c(C)c(C)c(N(c3ccccc3)c3ccccc3)c(C)c2C)c1,3.1823,C30H29NO
c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)Oc1cc(-n3c4ccccc4c4ccccc43)ccc1N2C1CCCC(c2ccc(-c3ncco3)cc2)C1,3.3939,C51H38N4O2
C(=Cc1nc2ccccc2s1)c1ccc(N2c3ccccc3Oc3cc(N(c4ccccc4)c4ccccc4)ccc32)cc1,1.8563,C39H27N3OS
c1ccc2c(c1)c1ccccc1c1c2nc(-c2cnccn2)n1-c1ccnc(-c2cc(-n3c(-c4cnccn4)nc4c5ccccc5c5ccccc5c43)ccn2)c1,3.1421,C48H28N10
COc1cc(C(=O)c2ccccc2)cc(-n2cc(C)c3ccccc32)c1,3.0028,C23H19NO2
N#Cc1cc(C#N)cc(-c2ccc(-c3cc(-n4c5ccccc5c5cccnc54)cc(-c4ccc(-c5cc(C#N)cc(C#N)c5)cc4)n3)cc2)c1,3.5771,C44H23N7
C(=Cc1cccnc1)c1ccc(-n2c3ccncc3c3cnccc32)cc1,3.5978,C23H16N4
Cc1cc(-c2cnc3cnncc3c2)cc(C)c1-c1cc(-c2c(C)cc(-c3cnc4cnncc4c3)cc2C)cc(N2c3ccccc3Oc3cc(-n4c5ccccc5c5ccccc54)ccc32)c1,2.436,C60H42N8O
Cc1c(-c2cccc(-c3nsc(-c4ccccc4)n3)c2)cccc1-n1c2ccccc2c2ccccc21,3.0879,C33H23N3S
